77100, 0.00498, 0.005
77200, 0.00415, 0.005
77300, 0.00403, 0.005
77400, 0.00372, 0.005
77500, 0.00381, 0.005
77600, 0.00365, 0.005
77700, 0.00411, 0.005
77800, 0.00395, 0.005
77900, 0.00352, 0.005
78000, 0.00371, 0.005
78100, 0.00388, 0.005
78200, 0.00357, 0.005
78300, 0.00360, 0.005
78400, 0.00383, 0.005
78500, 0.00357, 0.005
78600, 0.00325, 0.005
78700, 0.00393, 0.005
78800, 0.00360, 0.005
78900, 0.00420, 0.005
79000, 0.00359, 0.005
79100, 0.00420, 0.005
79200, 0.00386, 0.005
79300, 0.00356, 0.005
79400, 0.00379, 0.005
79500, 0.00377, 0.005
79600, 0.00412, 0.005
79700, 0.00351, 0.005
79800, 0.00349, 0.005
79900, 0.00358, 0.005
80000, 0.00354, 0.005
80100, 0.00353, 0.005
80200, 0.00366, 0.005
80300, 0.00382, 0.005
80400, 0.00430, 0.005
80500, 0.00360, 0.005
80600, 0.00328, 0.005
80700, 0.00382, 0.005
80800, 0.00365, 0.005
80900, 0.00324, 0.005
81000, 0.00370, 0.005
81100, 0.00350, 0.005
81200, 0.00346, 0.005
81300, 0.00366, 0.005
81400, 0.00354, 0.005
81500, 0.00363, 0.005
81600, 0.00351, 0.005
81700, 0.00385, 0.005
81800, 0.00338, 0.005
81900, 0.00379, 0.005
82000, 0.00367, 0.005
82100, 0.00337, 0.005
82200, 0.00423, 0.005
82300, 0.00374, 0.005
82400, 0.00428, 0.005
82500, 0.00361, 0.005
82600, 0.00320, 0.005
82700, 0.00421, 0.005
82800, 0.00404, 0.005
82900, 0.00359, 0.005
83000, 0.00369, 0.005
83100, 0.00386, 0.005
83200, 0.00374, 0.005
83300, 0.00337, 0.005
83400, 0.00355, 0.005
83500, 0.00408, 0.005
83600, 0.00326, 0.005
83700, 0.00400, 0.005
83800, 0.00371, 0.005
83900, 0.00374, 0.005
84000, 0.00364, 0.005
84100, 0.00324, 0.005
84200, 0.00345, 0.005
84300, 0.00323, 0.005
84400, 0.00334, 0.005
84500, 0.00366, 0.005
84600, 0.00304, 0.005
84700, 0.00391, 0.005
84800, 0.00339, 0.005
84900, 0.00350, 0.005
85000, 0.00368, 0.005
85100, 0.00349, 0.005
85200, 0.00372, 0.005
85300, 0.00351, 0.005
85400, 0.00351, 0.005
85500, 0.00332, 0.005
85600, 0.00332, 0.005
85700, 0.00387, 0.005
85800, 0.00391, 0.005
85900, 0.00373, 0.005
86000, 0.00348, 0.005
86100, 0.00356, 0.005
86200, 0.00347, 0.005
86300, 0.00368, 0.005
86400, 0.00351, 0.005
86500, 0.00349, 0.005
86600, 0.00328, 0.005
86700, 0.00332, 0.005
86800, 0.00381, 0.005
86900, 0.00348, 0.005
87000, 0.00336, 0.005
87100, 0.00389, 0.02
87200, 0.00427, 0.02
87300, 0.00400, 0.02
87400, 0.00397, 0.02
87500, 0.00405, 0.02
87600, 0.00395, 0.02
87700, 0.00430, 0.02
87800, 0.00436, 0.02
87900, 0.00434, 0.02
88000, 0.00469, 0.02
88100, 0.00446, 0.02
88200, 0.00472, 0.02
88300, 0.00362, 0.02
88400, 0.00405, 0.02
88500, 0.00449, 0.02
88600, 0.00439, 0.02
88700, 0.00434, 0.02
88800, 0.00437, 0.02
88900, 0.00513, 0.02
89000, 0.00396, 0.02
89100, 0.00424, 0.02
89200, 0.00426, 0.02
89300, 0.00444, 0.02
89400, 0.00446, 0.02
89500, 0.00430, 0.02
89600, 0.00460, 0.02
89700, 0.00454, 0.02
89800, 0.00480, 0.02
89900, 0.00468, 0.02
90000, 0.00421, 0.02
90100, 0.00403, 0.02
90200, 0.00404, 0.02
90300, 0.00444, 0.02
90400, 0.00407, 0.02
90500, 0.00434, 0.02
90600, 0.00362, 0.02
90700, 0.00397, 0.02
90800, 0.00446, 0.02
90900, 0.00437, 0.02
91000, 0.00384, 0.02
91100, 0.00429, 0.02
91200, 0.00429, 0.02
91300, 0.00364, 0.02
91400, 0.00414, 0.02
91500, 0.00396, 0.02
91600, 0.00387, 0.02
91700, 0.00491, 0.02
91800, 0.00322, 0.02
91900, 0.00416, 0.02
92000, 0.00476, 0.02
92100, 0.00407, 0.02
92200, 0.00370, 0.02
92300, 0.00439, 0.02
92400, 0.00424, 0.02
92500, 0.00357, 0.02
92600, 0.00414, 0.02
92700, 0.00414, 0.02
92800, 0.00394, 0.02
92900, 0.00417, 0.02
93000, 0.00392, 0.02
93100, 0.00428, 0.02
93200, 0.00393, 0.02
93300, 0.00427, 0.02
93400, 0.00439, 0.02
93500, 0.00409, 0.02
93600, 0.00391, 0.02
93700, 0.00459, 0.02
93800, 0.00416, 0.02
93900, 0.00418, 0.02
94000, 0.00449, 0.02
94100, 0.00407, 0.02
94200, 0.00466, 0.02
94300, 0.00394, 0.02
94400, 0.00400, 0.02
94500, 0.00423, 0.02
94600, 0.00413, 0.02
94700, 0.00381, 0.02
94800, 0.00415, 0.02
